ID,Tipo,SKU padre,sku ,Nombre,Publicado (0/1),¿Está destacado? (0/1),Visibilidad en el catálogo,Descripción corta (Instrucciones de cuidado),Descripción,Estado del impuesto,Clase de impuesto,¿En inventario? (0/1),Inventario (cantidad),Inventario (cantidad),Inventario (cantidad),Peso (kg),Medidas (cm), (cm), (cm),Precio rebajado,Precio normal,Categorías (Colecciones),Etiquetas,Clase de envío,Imágenes https://drive.google.com/drive/folders/14B2NVN6TtdWEzAId9Mxd6McPUAhUqZ-o,Swatches Attributes,Nombre del atributo 1,Valor(es) del atributo talla,Nombre del atributo 2,Valor(es) del atributo color,Atributo visible talla,Atributo global talla,Atributo por defecto talla
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Pantalón de cintura alta y botas anchas. Plisado en la cintura y detalle atado. Cremallera semi-invisible en costado.,taxable,parent,1,(mostaza),,,0.30,,,,-,279000, Neoclassical Beauty,,Envío Growbeats,pantalón anudado con pliegues mostaza.jpg,,Talla,"14, 16",Color,Mostaza,1,1,
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES - 14,1,0,visible,,,taxable,parent,1,1,-,-,0.30,Talla 14: Cintura 92cm ,,,-,279000, Neoclassical Beauty,,,pantalón anudado con pliegues mostaza.jpg,,Talla,14,Color,Mostaza,,1,14 Mostaza
620195,variable,,,PANTALÓN ANUDADO CON PLIEGUES - 16,1,0,visible,,,taxable,parent,1,2,-,-,0.30,Talla 16: Cintura 98cm,,,-,279000, Neoclassical Beauty,,,pantalón anudado con pliegues mostaza.jpg,,Talla,16,Color,Mostaza,,1,16 Mostaza
620196,variable,,,PALAZZO CON PLIEGUE,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Pantalón fluido de talle alto con detalle de pliegues en la parte delantera. Botón y cremallera semi-invisible en espalda.,taxable,parent,1,(negro),(palo de rosa),(terracota),0.40,,,,-,362000, Neoclassical Beauty,,Envío Growbeats,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,10/06/2016,Color,Negro - Palo de Rosa - Terracota,1,1,
620196,variable,,,PALAZZO CON PLIEGUE - 6,1,0,visible,,,taxable,parent,1,1,0,0,0.40,"Talla 6 : Cintura 62cm  
",,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,6,Color,Negro,,1,6 Negro
620196,variable,,,PALAZZO CON PLIEGUE - 10,1,0,visible,,,taxable,parent,1,2,0,0,0.40,Talla 10: Cintura 66cm,,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,10,Color,Negro,,1,10Negro
620196,variable,,,PALAZZO CON PLIEGUE - 16,1,0,visible,,,taxable,parent,1,0,2,1,0.40,Talla 16: Cintura 96cm ,,,-,362000, Neoclassical Beauty,,,palazzo con pliegue.jpg                                                        palazzo con pliegue2jpg,,Talla,16,Color,Palo de Rosa - Terracota,,1,16 Palo de Rosa                                16 Terracota
65,variable,,,"ZAPATO DE TACÓN MEDIO, EN CUERO",1,0,visible,,Zapato de tacón grueso y de altura media. Punta puntiaguda. 100% Cuero.,taxable,parent,1,(negro/beige),,,0.50,,,,-,362000, Neoclassical Beauty,,Envío Growbeats,zapato de tacón medio en cuero.jpg                                                                          zapato de tacón medio en cuero2.jpg,,Talla,,Color,Negro/Beige,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610185,variable,,,BLUSA ANUDADA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.","Blusa con corte recto, cuello en V, manga larga con puños abotonados y bajo asimétrico para anudar ó cruzar hacia espalda. Cierre mediante botonadura frontal. Botones en cristal Swarovski.",taxable,parent,1,(color taupe),,,0.20,,,,-,355000, Neoclassical Beauty,,Envío Growbeats,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg                           ,,Talla,"S, M , L",Color,Taupe,1,1,
610185,variable,,,BLUSA ANUDADA - L,1,0,visible,,,taxable,parent,1,3,-,-,0.20,Talla L:  Busto 100 / Cintura 92 ,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,L,Color,Taupe,,1,L Taupe
610185,variable,,,BLUSA ANUDADA - M,1,0,visible,,,taxable,parent,1,3,-,-,0.20,Talla M:  Busto 96 / Cintura 88 ,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,M,Color,Taupe,,1,M Taupe
610185,variable,,,BLUSA ANUDADA - S,1,0,visible,,,taxable,parent,1,5,-,-,0.20,Talla S: Busto 92 / Cintura 84,,,-,355000, Neoclassical Beauty,,,blusa anudada taupe.jpg                                                 blusa anudada taupe.2.jpg,,Talla,S,Color,Taupe,,1,S Taupe
610191,variable,,,BLUSA TRES VOLANTES EN MANGA,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.
",Top cuello barco. Manga larga con volantes. Cierre mediante cremallera semi-invisible en parte posterior.,taxable,parent,1,(color negro),,,0.20,,,,-,285000, Neoclassical Beauty,,Envío Growbeats,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,"S, M",Color,Negro,1,1,
610191,variable,,,BLUSA TRES VOLANTES EN MANGA - S,1,0,visible,,,taxable,parent,1,1,-,-,0.20,Talla S: Busto 86cm / Cintura 74cm  ,,,-,285000, Neoclassical Beauty,,,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,S,Color,Negro,,1,S Negro
610191,variable,,,BLUSA TRES VOLANTES EN MANGA - M,1,0,visible,,,taxable,parent,1,4,-,-,0.20,Talla M: Busto 90cm / Cintura 78cm ,,,-,285000, Neoclassical Beauty,,,blusa tres volantes en manga.jpg                                                                    blusa tres volantes en manga2.jpg                                                           blusa tres volantes en manga3.jpg,,Talla,M,Color,Negro,,1,M Negro
630261,variable,,,CHAQUETA ACOLCHADA,1,0,visible,"Lavado en seco / Dry Clean - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak ",Chaqueta acolchada. Silueta ajustada. Cuello de solapa con muesca. Cierre frontal con cintas para anudar.,taxable,parent,1,(color rojo),(color azul oscuro),,0.40,,,,-,485000, Neoclassical Beauty,,Envío Growbeats,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,"M, L",Color,Rojo - Azul Oscuro,1,1,
630261,variable,,,CHAQUETA ACOLCHADA - M,1,0,visible,,,taxable,parent,1,1,0,-,0.40,Talla M: Busto 94cm / 84cm ,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,M,Color,Rojo - Azul Oscuro,,1,M Rojo
630261,variable,,,CHAQUETA ACOLCHADA - L,1,0,visible,,,taxable,parent,1,0,1,-,0.40,Talla L: Busto 98cm / 88cm,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada.jpg                                              chaqueta acolchada2.jpg                                                  chaqueta acolchada3.jpg,,Talla,L,Color,Rojo - Azul Oscuro,,1,L Azul Oscuro
610188,variable,,,BLUSA CON MANGAS ASIMÉTRICAS,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak. ","Blusa de corte recto, cuello en V con detalle de volante y pliegues. Mangas asimétricas. Cierre mediante cremallera en costado.",taxable,parent,1,(blanco),,,0.20,,,,-,229000, Neoclassical Beauty,,Envío Growbeats,blusa con mangas asimétricas.jpg                                                                      blusa con mangas asimétricas2.jpg,,Talla,S - XL,Color,Blanco,1,1,
610188,variable,,,BLUSA CON MANGAS ASIMÉTRICAS - S,1,0,visible,,,taxable,parent,1,1,0,-,0.20,Talla S: Busto 84cm / 77cm   ,,,-,229000, Neoclassical Beauty,,,blusa con mangas asimétricas.jpg                                                                      blusa con mangas asimétricas2.jpg,,Talla,S,Color,Blanco,,1,S Blanco
610188,variable,,,BLUSA CON MANGAS ASIMÉTRICAS - XL,1,0,visible,,,taxable,parent,1,1,0,-,0.20,Talla XL: Busto 98cm / 91cm ,,,-,229000, Neoclassical Beauty,,,blusa con mangas asimétricas.jpg                                                                      blusa con mangas asimétricas2.jpg,,Talla,XL,Color,Blanco,,1,XL Blanco
632012,variable,,,CHAQUETA ACOLCHADA,1,0,visible,"Lavado en seco / Dry Clean - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak ",Chaqueta acolchada. Silueta ajustada. Cuello de solapa con muesca. Cierre frontal con cintas para anudar.,taxable,parent,1,(camel),(gris claro),,0.40,,,,-,485000, Neoclassical Beauty,,Envío Growbeats,chaqueta acolchada camel y gris.jpg,,Talla,"S, M, L, XL",Color,Camel - Gris,1,1,
632012,variable,,,CHAQUETA ACOLCHADA - S,1,0,visible,,,taxable,parent,1,0,1,-,0.40,Talla S: Busto 90cm / 80cm ,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada camel y gris.jpg,,Talla,S,Color,Camel - Gris,,1,S Camel                                          S Gris
632012,variable,,,CHAQUETA ACOLCHADA - M,1,0,visible,,,taxable,parent,1,1,3,-,0.40,Talla M: Busto 94cm / 84cm ,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada camel y gris.jpg,,Talla,M,Color,Camel - Gris,,1,M Camel                                     M Gris
632012,variable,,,CHAQUETA ACOLCHADA - L,1,0,visible,,,taxable,parent,1,2,2,-,0.40,Talla L: Busto 98cm / 88cm ,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada camel y gris.jpg,,Talla,L,Color,Camel - Gris,,1,L Camel                                        L Gris
632012,variable,,,CHAQUETA ACOLCHADA - XL,1,0,visible,,,taxable,parent,1,1,2,-,0.40,Talla XL: Busto 104cm / 94cm,,,-,485000, Neoclassical Beauty,,,chaqueta acolchada camel y gris.jpg,,Talla,XL,Color,Camel - Gris,,1,XLCamel                                          XLGris
642592,variable,,,ENTERIZO CON DETALLE GRABADO,1,0,visible,Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - No planchar / Do not iron - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.,Enterizo largo. Cuello y mangas asimétricas. Una manga larga de globo con puño. Aberturas laterales en ruedo. Cierre mediante cremallera semi-invisible en costado.,taxable,parent,1,(uva),(marfíl),,0.50,,,,-,890000,Temporada Especial,,Envío Growbeats,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,"S, M, L, XL, XXL",Color,Uva - Marfíl,1,1,
642592,variable,,,ENTERIZO CON DETALLE GRABADO - S,1,0,visible,,,taxable,parent,1,1,2,-,0.50,Talla S: Busto 86cm / Cintura 72cm  ,,,-,890000,Temporada Especial,,,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,S,Color,Uva - Marfíl,,1,S Uva                                            S Marfíl
642592,variable,,,ENTERIZO CON DETALLE GRABADO - M,1,0,visible,,,taxable,parent,1,3,3,-,0.50,Talla M: Busto 90cm / Cintura 76cm ,,,-,890000,Temporada Especial,,,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,M,Color,Uva - Marfíl,,1,M Uva                                   M Marfíl
642592,variable,,,ENTERIZO CON DETALLE GRABADO - L,1,0,visible,,,taxable,parent,1,2,3,-,0.50,Talla L: Busto 94cm / Cintura 80cm  ,,,-,890000,Temporada Especial,,,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,L,Color,Uva - Marfíl,,1,L Uva                                        L Marfíl
642592,variable,,,ENTERIZO CON DETALLE GRABADO - XL,1,0,visible,,,taxable,parent,1,1,1,-,0.50,Talla XL: Busto 100cm / Cintura 86cm ,,,-,890000,Temporada Especial,,,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,XL,Color,Uva - Marfíl,,1,XLUva                               XLMarfíl
642592,variable,,,ENTERIZO CON DETALLE GRABADO - XXL,1,0,visible,,,taxable,parent,1,0,1,-,0.50,Talla XXL: Busto 106cm / Cintura 92cm  ,,,-,890000,Temporada Especial,,,enterizo con detalle grabado.jpg                                                                 enterizo con detalle grabado2.jpg                                          enterizo con detalle grabado3.jpg,,Talla,XXL,Color,Uva - Marfíl,,1,XXL Uva                                    XXL Marfíl
640250,variable,,,MAXI VESTIDO CON VOLANTES,1,0,visible,Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - No planchar / Do not iron - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.,Vestido largo con hombros descubiertos. Sobreposición semi drapeada. Detalle de volantes verticales. Cierre mediante cremallera semi-invisible en espalda.,taxable,parent,1,(salmón),(marfíl),,0.35,,,,-,980000,Temporada Especial,,Envío Growbeats,Maxi vestido con volantes.jpg                                                 Maxi vestido con volantes2.jpg                                                                         Maxi vestido con volantes3.jpg                                                              Maxi vestido con volantes4.jpg,,Talla,"S, M, L",Color,Salmón - Marfíl,1,1,
640250,variable,,,MAXI VESTIDO CON VOLANTES - S,1,0,visible,,,taxable,parent,1,1,1,-,0.35,Talla S: Busto 82cm / Cintura 68cm  ,,,-,980000,Temporada Especial,,,Maxi vestido con volantes.jpg                                                 Maxi vestido con volantes2.jpg                                                                         Maxi vestido con volantes3.jpg                                                              Maxi vestido con volantes4.jpg,,Talla,S,Color,Salmón - Marfíl,,1,S Salmón                           S Marfíl
640250,variable,,,MAXI VESTIDO CON VOLANTES - M,1,0,visible,,,taxable,parent,1,2,1,-,0.35,Talla M: Busto 86cm / Cintura 72cm ,,,-,980000,Temporada Especial,,,Maxi vestido con volantes.jpg                                                 Maxi vestido con volantes2.jpg                                                                         Maxi vestido con volantes3.jpg                                                              Maxi vestido con volantes4.jpg,,Talla,M,Color,Salmón - Marfíl,,1,M Salmón                                             M Marfíl
640250,variable,,,MAXI VESTIDO CON VOLANTES - L,1,0,visible,,,taxable,parent,1,1,1,-,0.35,Talla L:  Busto 90cm / Cintura 76cm ,,,-,980000,Temporada Especial,,,Maxi vestido con volantes.jpg                                                 Maxi vestido con volantes2.jpg                                                                         Maxi vestido con volantes3.jpg                                                              Maxi vestido con volantes4.jpg,,Talla,L,Color,Salmón - Marfíl,,1,L Salmón                         L Marfíl
611731,variable,,,BLUSA DE LENTEJUELA,1,0,visible,Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - No planchar / Do not iron - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.,Top sin mangas con escote redondo y aplicaciones de lentejuelas. Cierre mediante cremallera semi-invisible en costado.,taxable,parent,1,(dorado),(negro),,0.20,,,,-,282000,Temporada Especial,,Envío Growbeats,blusa en lentejuela.jpg                                                        blusa en lentejuela2.jpg,,Talla,"S, M, L",Color,Dorado - Negro,1,1,
611731,variable,,,BLUSA DE LENTEJUELA - S,1,0,visible,,,taxable,parent,1,5,2,-,0.20,Talla S: Busto 87cm / Cintura 80cm    ,,,-,282000,Temporada Especial,,,blusa en lentejuela.jpg                                                        blusa en lentejuela2.jpg,,Talla,S,Color,Dorado - Negro,,1,S Dorado                                                    S Negro
611731,variable,,,BLUSA DE LENTEJUELA - M,1,0,visible,,,taxable,parent,1,0,3,-,0.20,Talla M: Busto 91cm / Cintura 84cm   ,,,-,282000,Temporada Especial,,,blusa en lentejuela.jpg                                                        blusa en lentejuela2.jpg,,Talla,M,Color,Dorado - Negro,,1,M Dorado                                                   M Negro
611731,variable,,,BLUSA DE LENTEJUELA - L,1,0,visible,,,taxable,parent,1,0,2,-,0.20,Talla L: Busto 95cm / Cintura 88cm  ,,,-,282000,Temporada Especial,,,blusa en lentejuela.jpg                                                        blusa en lentejuela2.jpg,,Talla,L,Color,Dorado - Negro,,1,L Dorado                                                    L Negro
640261,variable,,,MAXI VESTIDO DE TIRANTES,1,0,visible,"Permite lavado en seco / Dry Clean - Lavar a mano máximo 30°C / Hand wash up to 30°C - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak.",Vestido largo sin mangas. Cuello redondo y tiras tipo spaghetti. Aberturas laterales en ruedo. Cierrer mediante cremallera semi-invisible en espalda. Forro interior.,taxable,parent,1,(rojo),(azul),,0.35,,,,-,879000,Temporada Especial,,Envío Growbeats,maxi vestido de tirantes.jpg,,Talla,"S, M, L, XL",Color,Rojo - Azul Oscuro,1,1,
640261,variable,,,MAXI VESTIDO DE TIRANTES - S,1,0,visible,,,taxable,parent,1,0,1,-,0.35,Talla S: Busto 82cm / Cintura 68cm    ,,,-,879000,Temporada Especial,,,maxi vestido de tirantes.jpg,,Talla,S,Color,Rojo - Azul Oscuro,,1,S Rojo                                                S Azul
640261,variable,,,MAXI VESTIDO DE TIRANTES - M,1,0,visible,,,taxable,parent,1,1,1,-,0.35,Talla M: Busto 86cm / Cintura 72cm ,,,-,879000,Temporada Especial,,,maxi vestido de tirantes.jpg,,Talla,M,Color,Rojo - Azul Oscuro,,1,M Rojo                                               M Azul
640261,variable,,,MAXI VESTIDO DE TIRANTES - L,1,0,visible,,,taxable,parent,1,1,1,-,0.35,Talla L:  Busto 90cm / Cintura 76cm ,,,-,879000,Temporada Especial,,,maxi vestido de tirantes.jpg,,Talla,L,Color,Rojo - Azul Oscuro,,1,L Rojo                                             L Azul
640261,variable,,,MAXI VESTIDO DE TIRANTES - XL,1,0,visible,,,taxable,parent,1,1,1,-,0.35,Talla XL: Busto 96cm / Cintura 82cm ,,,-,879000,Temporada Especial,,,maxi vestido de tirantes.jpg,,Talla,XL,Color,Rojo - Azul Oscuro,,1,XLRojo                                           XLAzul
640252,variable,,,MAXI VESTIDO MANGA GLOBO,1,0,visible,"Lavado en seco / Dry Clean - No usar blanqueador ó detergente fuertes / Do not bleach - Secar a la sombra / Dry in shade - No usar secadora / Do not tumble dry - Planchar máximo 100°C, interponiendo paño ligeramente húmedo/ Iron up to 100°C by interposing a slightly damp cloth - Se recomineda lavar con prendas de colores similares/Wash with similar colours - Lavar las prendas por el revés / Back side wash - No dejar en remojo / Do not soak ","Vestido largo. Cuello en V. Manga larga de globo, con puños anudados. Aplicaciones en lentejuelas. Abertura frontal. Forro interior.",taxable,parent,1,(verde botella),(dorado),,0.40,,,,-,899000,Temporada Especial,,Envío Growbeats,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,"S, M, L, XL, XXL",Color,Verde Botella - Dorado,1,1,
640252,variable,,,MAXI VESTIDO MANGA GLOBO - S,1,0,visible,,,taxable,parent,1,1,2,-,0.40,Talla S: Busto 82cm / Cintura 68cm   ,,,-,899000,Temporada Especial,,,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,S,Color,Verde Botella - Dorado,,1,S Verde Botella                                              S Dorado
640252,variable,,,MAXI VESTIDO MANGA GLOBO - M,1,0,visible,,,taxable,parent,1,1,1,-,0.40,Talla M: Busto 86cm / Cintura 72cm  ,,,-,899000,Temporada Especial,,,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,M,Color,Verde Botella - Dorado,,1,M Verde Botella                                              M Dorado
640252,variable,,,MAXI VESTIDO MANGA GLOBO - L,1,0,visible,,,taxable,parent,1,0,2,-,0.40,Talla L:  Busto 90cm / Cintura 76cm  ,,,-,899000,Temporada Especial,,,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,L,Color,Verde Botella - Dorado,,1,L Verde Botella                                         L Dorado
640252,variable,,,MAXI VESTIDO MANGA GLOBO - XL,1,0,visible,,,taxable,parent,1,1,1,-,0.40,Talla XL: Busto 96cm / Cintura 82cm ,,,-,899000,Temporada Especial,,,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,XL,Color,Verde Botella - Dorado,,1,XLVerde Botella                                           XLDorado
640252,variable,,,MAXI VESTIDO MANGA GLOBO - XXL,1,0,visible,,,taxable,parent,1,1,1,-,0.40,Talla XXL: Busto 102cm / Cintura 88cm   ,,,-,899000,Temporada Especial,,,maxi vestido manga globo.jpg                                                                                   maxi vestido manga globo2.jpg,,Talla,XXL,Color,Verde Botella - Dorado,,1,XXL Verde Botella                                   XXL Dorado
